employee_id,department,salary,tenure,satisfaction_level,last_evaluation,number_project,average_monthly_hours,promotion_last_5years,left,risk_score,risk_band,risk_reasons
EMP06469,product_mng,medium,6,0.72,0.54,3,286,0,0,39.26,Medium,"['No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP06470,product_mng,medium,3,0.59,0.83,3,240,0,0,33.3,Low,[]
EMP06471,product_mng,medium,4,0.74,0.75,4,111,0,0,42.55,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP06472,it,medium,2,0.52,0.69,4,164,0,0,23.4,Low,[]
EMP06473,randd,medium,6,0.77,0.74,2,187,0,0,42.9,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP06474,randd,medium,2,0.48,0.81,4,248,0,0,36.31,Medium,"['Low job satisfaction', 'High performer showing silent burnout signs']"
EMP06475,randd,medium,2,0.99,0.56,5,210,0,0,17.3,Low,[]
EMP06476,randd,medium,6,0.23,0.78,4,163,0,0,44.1,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP06477,randd,medium,4,0.63,1.0,5,241,0,0,44.31,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06478,marketing,high,3,0.51,0.83,3,136,0,0,34.2,Low,[]
EMP06479,sales,high,5,0.54,0.55,4,208,0,0,33.8,Low,[]
EMP06480,accounting,high,3,0.53,0.73,5,174,0,0,38.1,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06481,support,high,3,0.72,0.84,4,250,0,0,26.54,Low,[]
EMP06482,technical,high,2,0.57,0.61,2,189,0,0,31.9,Low,[]
EMP06483,management,high,3,0.81,0.77,3,204,0,0,21.7,Low,[]
EMP06484,marketing,high,3,0.64,0.57,4,217,0,0,26.8,Low,[]
EMP06485,marketing,high,3,0.77,0.57,5,162,0,0,30.9,Low,[]
EMP06486,marketing,low,2,0.83,0.55,3,257,0,0,22.74,Low,[]
EMP06487,sales,low,2,0.6,0.71,3,195,0,0,26.0,Low,[]
EMP06488,sales,low,4,0.86,0.87,5,156,0,0,42.2,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06489,sales,low,3,0.5,0.55,2,128,0,0,61.5,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP06490,sales,low,3,0.6,0.75,5,233,0,0,46.0,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06491,sales,low,4,0.85,0.73,4,260,0,0,38.79,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06492,sales,low,4,0.4,0.87,5,250,0,0,68.14,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06493,sales,low,3,0.38,0.79,5,176,0,0,52.6,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06494,sales,medium,5,0.96,0.59,6,133,0,0,38.45,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06495,sales,medium,2,0.59,0.57,4,197,0,0,21.3,Low,[]
EMP06496,sales,medium,3,0.56,0.5,3,156,0,0,34.2,Low,[]
EMP06497,sales,medium,3,0.84,0.96,3,162,0,0,25.8,Low,[]
EMP06498,sales,medium,2,0.94,0.99,3,207,0,0,10.8,Low,[]
EMP06499,sales,medium,2,0.72,0.63,3,223,0,0,17.4,Low,[]
EMP06500,sales,medium,2,0.82,0.7,3,149,0,0,14.65,Low,[]
EMP06501,sales,medium,3,1.0,0.95,3,275,0,0,28.5,Low,[]
EMP06502,sales,medium,2,0.62,0.77,3,271,0,0,27.04,Low,[]
EMP06503,sales,medium,2,0.76,0.89,3,273,0,0,23.27,Low,[]
EMP06504,sales,medium,4,0.23,0.74,5,219,0,0,56.1,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06505,sales,medium,4,0.7,0.99,5,135,0,0,45.75,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06506,accounting,medium,3,0.71,0.88,3,158,0,0,29.7,Low,[]
EMP06507,accounting,medium,3,0.32,0.37,3,167,0,0,41.4,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP06508,accounting,medium,4,0.69,0.67,4,274,0,0,41.59,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP06509,hr,medium,3,0.66,0.59,3,145,0,0,32.45,Low,[]
EMP06510,hr,medium,6,0.7,0.67,6,233,0,0,38.0,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP06511,hr,medium,3,0.91,0.76,3,159,0,0,23.7,Low,[]
EMP06512,hr,medium,5,0.2,0.7,4,221,0,0,49.0,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06513,technical,medium,2,0.72,0.83,3,132,0,0,21.9,Low,[]
EMP06514,technical,medium,3,0.74,0.93,5,140,0,0,39.3,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP06515,technical,medium,3,0.53,0.79,3,206,0,0,35.1,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP06516,technical,medium,2,0.99,0.92,4,229,0,0,9.3,Low,[]
EMP06517,technical,high,4,0.75,0.85,4,272,0,0,34.36,Low,[]
EMP06518,technical,low,2,0.86,0.78,4,164,0,0,18.2,Low,[]
EMP06519,technical,medium,3,0.93,0.86,4,145,0,0,24.35,Low,[]
EMP06520,technical,medium,3,0.81,0.95,3,212,0,0,26.7,Low,[]
EMP06521,technical,medium,2,0.49,0.67,3,254,0,0,27.3,Low,[]
EMP06522,technical,medium,4,0.97,0.72,5,260,0,0,38.19,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06523,technical,medium,3,0.62,0.89,3,201,0,0,32.4,Low,[]
EMP06524,support,medium,4,0.75,0.79,4,176,0,0,32.5,Low,[]
EMP06525,support,medium,3,0.87,0.58,3,140,0,0,27.4,Low,[]
EMP06526,support,medium,3,0.93,0.65,5,201,0,0,31.1,Low,[]
EMP06527,support,medium,2,0.74,0.68,3,206,0,0,16.8,Low,[]
EMP06528,support,medium,3,0.68,0.57,3,197,0,0,30.6,Low,[]
EMP06529,support,low,4,0.49,0.63,3,245,0,0,46.37,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06530,support,low,3,0.75,0.84,3,145,0,0,34.75,Low,[]
EMP06531,support,low,5,0.95,0.58,4,131,0,0,36.25,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06532,support,low,3,0.95,0.75,5,235,0,0,35.5,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06533,support,low,3,0.67,0.65,5,242,0,0,44.33,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06534,support,low,3,0.71,0.6,2,251,0,0,52.06,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06535,technical,low,2,0.81,0.73,4,258,0,0,23.56,Low,[]
EMP06536,technical,high,3,0.79,0.36,3,114,0,0,31.3,Low,[]
EMP06537,technical,low,2,0.57,0.52,3,143,0,0,28.65,Low,[]
EMP06538,management,high,2,0.85,0.65,3,187,0,0,8.5,Low,[]
EMP06539,it,high,3,0.15,0.78,5,255,0,0,52.71,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06540,it,low,2,0.48,0.87,3,267,0,0,45.39,Medium,"['Low job satisfaction', 'Below-market / low compensation band', 'High performer showing silent burnout signs']"
EMP06541,it,low,3,0.92,0.91,4,247,0,0,29.9,Low,[]
EMP06542,it,high,3,0.73,0.67,4,153,0,0,24.1,Low,[]
EMP06543,it,low,3,0.68,0.71,3,237,0,0,35.6,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP06544,product_mng,medium,3,0.88,0.55,5,182,0,0,32.6,Low,[]
EMP06545,product_mng,high,5,0.8,0.55,4,144,0,0,27.5,Low,[]
EMP06546,product_mng,medium,2,0.66,0.9,3,176,0,0,19.2,Low,[]
EMP06547,product_mng,medium,6,0.19,0.8,5,203,0,0,53.3,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06548,it,medium,4,0.3,0.53,3,148,0,0,46.5,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06549,randd,medium,2,0.8,0.8,3,175,0,0,15.0,Low,[]
EMP06550,randd,high,4,0.66,0.84,3,211,0,0,30.2,Low,[]
EMP06551,randd,medium,5,0.22,0.67,6,175,0,0,56.4,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06552,randd,medium,3,0.57,0.59,4,206,0,0,33.9,Low,[]
EMP06553,randd,medium,2,0.83,0.73,4,262,0,0,18.81,Low,[]
EMP06554,marketing,high,2,0.57,0.5,4,177,0,0,16.9,Low,[]
EMP06555,sales,medium,3,0.78,0.54,3,134,0,0,31.6,Low,[]
EMP06556,accounting,high,3,0.88,0.89,2,201,0,0,34.6,Low,[]
EMP06557,support,low,3,0.48,0.69,3,105,0,0,52.85,Medium,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'No recent promotion / stalled growth']"
EMP06558,technical,medium,3,0.91,0.82,4,259,0,0,27.77,Low,[]
EMP06559,management,medium,4,0.3,0.97,3,171,0,0,46.0,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06560,marketing,medium,3,0.63,0.98,4,228,0,0,32.1,Low,[]
EMP06561,marketing,medium,4,0.62,0.36,2,137,0,0,54.65,Medium,"['Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06562,marketing,low,3,0.74,0.72,5,196,0,0,41.8,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06563,sales,low,4,0.5,0.53,3,207,0,0,45.0,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06564,sales,low,3,0.36,0.74,6,280,0,0,61.77,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06565,sales,low,3,0.57,0.65,4,162,0,0,38.9,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06566,sales,low,3,0.73,0.55,4,267,0,0,39.89,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP06567,sales,low,2,0.77,0.67,5,207,0,0,28.9,Low,[]
EMP06568,sales,low,2,0.86,0.5,4,196,0,0,18.2,Low,[]
EMP06569,sales,low,4,0.24,0.55,6,231,0,0,60.8,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06570,sales,low,3,0.83,0.62,4,242,0,0,31.53,Low,[]
EMP06571,sales,low,3,0.72,0.63,4,207,0,0,34.4,Low,[]
EMP06572,sales,high,2,0.52,0.82,4,206,0,0,18.4,Low,[]
EMP06573,sales,low,4,0.99,0.54,4,236,0,0,30.3,Low,[]
EMP06574,sales,low,2,0.15,0.68,5,246,0,0,48.79,Medium,"['Low job satisfaction', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06575,sales,low,2,0.79,0.94,3,204,0,0,20.3,Low,[]
EMP06576,sales,low,4,0.19,0.91,3,268,0,0,70.3,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06577,sales,high,2,0.59,0.62,3,212,0,0,16.3,Low,[]
EMP06578,sales,low,3,0.15,0.74,6,178,0,0,59.5,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06579,sales,low,3,0.75,0.72,5,260,0,0,45.79,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06580,sales,low,4,0.47,0.71,2,241,0,0,61.11,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP06581,sales,high,3,0.64,0.64,3,234,0,0,26.8,Low,[]
EMP06582,accounting,low,2,0.66,0.76,3,207,0,0,24.2,Low,[]
EMP06583,accounting,medium,3,0.8,0.91,5,242,0,0,35.43,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP06584,accounting,high,2,0.82,0.52,5,225,0,0,17.4,Low,[]
EMP06585,hr,medium,3,0.8,0.98,3,161,0,0,27.0,Low,[]
EMP06586,hr,high,2,0.98,0.98,4,259,0,0,8.67,Low,[]
EMP06587,hr,medium,3,0.95,0.96,3,250,0,0,24.64,Low,[]
EMP06588,hr,medium,3,0.88,0.61,3,236,0,0,24.6,Low,[]
EMP06589,technical,medium,4,0.9,0.97,4,239,0,0,28.0,Low,[]
EMP06590,technical,medium,3,0.66,0.83,4,266,0,0,36.77,Medium,"['No recent promotion / stalled growth', 'In a historically high-attrition tenure window', 'Unhealthy working hours (over/under-work)']"
EMP06591,technical,medium,3,0.99,0.62,5,133,0,0,33.55,Low,[]
EMP06592,technical,medium,2,0.86,0.95,5,275,0,0,28.7,Low,[]
EMP06593,technical,medium,2,0.96,0.95,5,189,0,0,18.2,Low,[]
EMP06594,technical,medium,3,1.0,0.63,5,171,0,0,29.0,Low,[]
EMP06595,technical,high,3,0.46,0.38,6,140,0,0,42.7,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06596,technical,low,3,0.19,0.85,6,116,0,0,66.8,High,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06597,technical,medium,6,0.73,0.6,3,145,0,0,30.35,Low,[]
EMP06598,technical,medium,3,0.63,0.5,4,167,0,0,32.1,Low,[]
EMP06599,technical,medium,3,0.68,0.89,4,227,0,0,30.6,Low,[]
EMP06600,support,medium,3,0.78,0.96,4,245,0,0,28.67,Low,[]
EMP06601,support,medium,3,0.79,0.56,4,132,0,0,31.8,Low,[]
EMP06602,support,medium,2,0.86,0.99,3,254,0,0,16.2,Low,[]
EMP06603,support,medium,2,0.98,0.53,4,166,0,0,9.6,Low,[]
EMP06604,support,medium,3,0.89,0.79,2,208,0,0,39.3,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP06605,support,medium,4,0.86,0.87,3,197,0,0,29.2,Low,[]
EMP06606,support,high,3,0.65,0.83,4,263,0,0,31.43,Low,[]
EMP06607,support,low,2,0.52,0.98,4,272,0,0,35.26,Medium,"['Low job satisfaction', 'Below-market / low compensation band', 'Unhealthy working hours (over/under-work)']"
EMP06608,support,low,3,0.54,0.65,3,147,0,0,40.55,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06609,support,low,3,0.68,0.73,4,197,0,0,35.6,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP06610,support,high,2,0.88,0.65,3,268,0,0,13.6,Low,[]
EMP06611,technical,low,3,0.75,0.85,4,181,0,0,33.5,Low,[]
EMP06612,technical,low,4,0.17,0.93,6,192,0,0,62.9,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06613,technical,low,3,0.92,0.83,5,270,0,0,42.83,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06614,management,high,3,0.79,0.66,3,183,0,0,22.3,Low,[]
EMP06615,it,low,3,0.52,0.66,5,184,0,0,48.4,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06616,it,low,3,0.95,0.73,4,238,0,0,27.5,Low,[]
EMP06617,it,low,2,0.72,0.49,4,148,0,0,22.9,Low,[]
EMP06618,it,low,3,0.4,0.41,4,127,0,0,49.75,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06619,it,low,2,0.61,0.59,3,162,0,0,25.7,Low,[]
EMP06620,product_mng,low,5,0.49,0.97,4,166,0,0,45.3,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06621,product_mng,low,4,0.32,0.55,4,283,0,0,59.61,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06622,product_mng,medium,6,0.82,0.77,3,108,0,0,36.9,Medium,"['Unhealthy working hours (over/under-work)', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP06623,product_mng,medium,2,0.9,0.79,3,154,0,0,12.0,Low,[]
EMP06624,it,medium,2,0.95,0.74,3,139,0,0,13.25,Low,[]
EMP06625,randd,medium,3,0.55,0.6,5,271,0,0,49.14,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06626,randd,medium,3,0.91,0.78,4,153,0,0,23.7,Low,[]
EMP06627,randd,medium,6,0.45,0.41,3,216,0,0,37.5,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP06628,randd,medium,4,0.65,0.6,3,218,0,0,35.5,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06629,randd,medium,2,0.88,0.89,3,171,0,0,12.6,Low,[]
EMP06630,marketing,medium,3,0.78,0.76,3,238,0,0,27.6,Low,[]
EMP06631,marketing,medium,3,0.77,0.71,3,134,0,0,31.9,Low,[]
EMP06632,sales,medium,4,0.32,0.75,3,255,0,0,48.61,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06633,accounting,medium,6,0.98,0.38,4,140,0,0,24.1,Low,[]
EMP06634,support,high,3,0.51,0.76,2,239,0,0,45.7,Medium,"['Workload imbalance (too many or too few projects)', 'Low job satisfaction', 'No recent promotion / stalled growth']"
EMP06635,technical,low,2,0.81,0.59,4,187,0,0,19.7,Low,[]
EMP06636,management,medium,5,0.64,0.9,5,279,0,0,52.16,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
